job_id,simple_skills
1009117269984,"{""key_words"": [""data analysis"", ""data integrity"", ""data collection"", ""data resources"", ""performance metrics"", ""adhoc reports"", ""CAFAS"", ""CANS"", ""PHQ-9"", ""GAD-7"", ""DLA-20"", ""iDashboards"", ""Crystal Reports"", ""SQL"", ""Microsoft Windows"", ""Microsoft Office"", ""Electronic Health Record""]}"
1009110971545,"{""key_words"": [""Data analysis"", ""Data management"", ""Data modeling"", ""Advanced Excel"", ""SQL"", ""Tableau / Power BI"", ""Python / R"", ""Statistics"", ""Machine learning""]}"
1009101503636,"{""key_words"": [""data analysis"", ""regression analysis"", ""data visualization"", ""data management"", ""data collection"", ""statistics"", ""systems analysis"", ""data reporting"", ""Stata"", ""R"", ""Python"", ""Microsoft Access"", ""Excel""]}"
1009128663338,"{""key_words"": [""data science"", ""data integrity"", ""data management"", ""Power BI"", ""Excel"", ""SD ERP system"", ""DCRs""]}"
1009084413070,"{""key_words"": [""research"", ""statistical analysis"", ""social determinants of health"", ""health equity"", ""data integrity"", ""data cleansing"", ""data normalization"", ""data migration"", ""data modeling"", ""data quality control"", ""data validation"", ""data transformation"", ""data management"", ""data extraction"", ""statistical models"", ""predictive analytics"", ""machine learning"", ""deep learning"", ""natural language processing"", ""computer vision"", ""SAS"", ""SPSS"", ""STATA"", ""MS SQL"", ""MS Excel"", ""MS Power BI"", ""Power Apps"", ""Python"", ""R"", ""Java"", ""SQL"", ""NoSQL""]}"
1009124526918,"{""key_words"": [""SQL"", ""Python"", ""R"", ""Matlab"", ""SAS"", ""Mathematica"", ""Tableau"", ""Microsoft SQL Server Analysis and Reporting services"", ""PowerBI""]}"
1009118821952,"{""key_words"": [""data analysis"", ""data interpretation"", ""retail sales trends"", ""database queries"", ""database design"", ""SQL"", ""SQL/PS"", ""statistical methods"", ""data visualization"", ""data management"", ""data integration"", ""Excel"", ""Tableau"", ""PowerPoint"", ""Python""]}"
1009124496960,"{""key_words"": [""SAP"", ""Salesforce"", ""Power BI"", ""Data analysis skills"", ""Data Governance Systems""]}"
1007998523711,"{""key_words"": [""Google Analytics"", ""MarketingCloudFX"", ""Google Ads"", ""Excel"", ""Google Docs"", ""HTML""]}"
1008809398104,"{""key_words"": [""QA"", ""Troubleshooting"", ""Statistics"", ""Data Analysis"", ""Data Research"", ""SQL"", ""Computer Science"", ""Business Analytics"", ""Excel"", ""Bloomberg"", ""SPSS"", ""SPSS-R"", ""R"", ""Python""]}"
1009129675539,"{""key_words"": [""Statistical Techniques"", ""Power BI"", ""MS Power Platform"", ""SharePoint""]}"
1008898353997,"{""key_words"": [""data analytics"", ""econometrics"", ""quantitative finance"", ""mathematics"", ""Excel"", ""PowerBI"", ""Python"", ""problem solving"", ""analytical skills"", ""SENDOUT portfolio optimization modeling software"", ""technical report writing"", ""data quality"", ""New England natural gas markets""]}"
1009128214364,"{""key_words"": [""data mining"", ""data analysis"", ""business decisions"", ""statistical analysis techniques"", ""structured data"", ""unstructured data"", ""multiple disparate sources"", ""analytics software"", ""applications"", ""MS SQL server"", ""Power BI report development"", ""Azure SQL"", ""measurement"", ""analysis"", ""quantitative business problem solving"", ""operations analysis"", ""marketing analysis"", ""simulation development"", ""predictive analytics""]}"
1009104176977,"{""key_words"": [""data analytics"", ""data visualization"", ""dashboards"", ""KPIs & metrics reporting"", ""SQL"", ""SSIS"", ""SSRS"", ""structured data concepts"", ""unstructured data concepts"", ""OLAP tools"", ""IBM Planning Analytics"", ""Python"", ""data extraction"", ""transformation"", ""loading (ETL)""]}"
1009113725785,"{""key_words"": [""research methods"", ""data analysis"", ""statistics"", ""data science"", ""qualitative research"", ""quantitative research"", ""data visualization"", ""Excel"", ""PowerPoint"", ""SPSS"", ""R"", ""IPEDS"", ""Salesforce""]}"
1009127985358,"{""key_words"": [""SQL"", ""Python""]}"
1009113062180,"{""key_words"": [""SQL"", ""Python"", ""Pandas"", ""Statistics"", ""Data mining"", ""Healthcare"", ""EHR"", ""Dataset"", ""Annotation"", ""Prodigy"", ""Brat"", ""NoSQL"", ""Elasticsearch"", ""Jupyter"", ""Unix Shell"", ""Matplotlib"", ""Seaborn"", ""ggplot"", ""Tableau"", ""HL7""]}"
1008923350456,"{""key_words"": [""data science"", ""digital marketing"", ""Tableau"", ""Savant’s KPI’s"", ""Salesforce"", ""database structure"", ""data mining"", ""Google Analytics 4.0""]}"
1009014626152,"{""key_words"": [""data analysis"", ""data mining"", ""data modeling"", ""data architecture"", ""data sets"", ""data management"", ""data quality"", ""data audits"", ""data requirements"", ""data science"", ""data visualization"", ""data warehousing"", ""data warehouses"", ""databases"", ""SQL"", ""T-SQL"", ""Excel"", ""Power BI"", ""BI"", ""PivotTables"", ""SSMS"", ""relational databases"", ""derived tables"", ""stored procedures"", ""fact tables"", ""dimension tables""]}"
1009102280932,"{""key_words"": [""data analysis"", ""data accuracy checks"", ""database programs"", ""analytic tools"", ""Microsoft Excel"", ""SQL"", ""statistical software"", ""Python"", ""R""]}"
1009129735939,"{""key_words"": [""SQL queries"", ""MS Excel"", ""Tableau"", ""Power BI"", ""data models"", ""database design""]}"
1009128149330,"{""key_words"": [""data analysis""]}"
1009129819303,"{""key_words"": [""Sql"", ""Data analysis"", ""Excel"", ""QuickBooks""]}"
1009126226776,"{""key_words"": [""data governance"", ""data management"", ""data maintenance"", ""data analysis"", ""data collection"", ""data organization"", ""master data"", ""business rules"", ""data processes"", ""data integrity"", ""Microsoft Excel"", ""PowerPoint"", ""Word"", ""Power BI"", ""Salesforce.com""]}"
1009129883189,"{""key_words"": [""SAS"", ""Power BI"", ""Access"", ""Data Science"", ""Data Analytics""]}"
1009129730753,"{""key_words"": [""SQL"", ""Data models"", ""Database design"", ""Excel"", ""Tableau"", ""Power BI"", ""Healthcare data""]}"
1009129849035,"{""key_words"": [""data models"", ""database design"", ""SQL queries"", ""Tableau"", ""PowerBI"", ""Excel"", ""data analysis""]}"
1009129721033,"{""key_words"": [""data analysis""]}"
1009129769648,"{""key_words"": [""Data Analysis"", ""Dimensional Modelling"", ""Data Analytics"", ""Data Discovery"", ""Data Quality Tests"", ""Data Design"", ""HiveQL"", ""SQL"", ""Confluence""]}"
1009129376133,"{""key_words"": [""SAP"", ""Business Objects"", ""Microsoft Power BI"", ""Tableau"", ""Adaptive Insights"", ""financial reporting""]}"
1009120275587,"{""key_words"": [""Microsoft Excel""]}"
1009128462737,"{""key_words"": [""SQL"", ""Power BI"", ""MS Excel"", ""data modeling"", ""data visualization"", ""unstructured data"", ""complex joins"", ""stored procedures""]}"
1009122764158,"{""key_words"": [""Data Analysis"", ""Data Interpretation"", ""Data Representation"", ""Data Analysis and Reporting tools"", ""Data Strategy"", ""SSMS"", ""Power BI"", ""Oracle"", ""Azure"", ""AWS"", ""SQL"", ""Python"", ""R"", ""JavaScript/HTML"", ""PowerShell""]}"
1009128043446,"{""key_words"": [""data analysis"", ""data visualization"", ""data management"", ""data architecture"", ""data collection"", ""data storage"", ""data arrangement"", ""data integration"", ""data systems"", ""data security"", ""data maintenance"", ""data updates"", ""data formatting"", ""data repository"", ""data tracking"", ""data requests"", ""data assistance"", ""data organization"", ""data standardization"", ""analytical calculations"", ""trend identification"", ""pattern identification"", ""dataset design"", ""metric selection"", ""data communications"", ""data visualizations"", ""graphs"", ""charts"", ""visual communication tools"", ""scorecards"", ""dashboards"", ""data research"", ""data gathering"", ""data-informed studies"", ""technical data"", ""MS Office Suite"", ""Stata"", ""R"", ""SPSS"", ""Tableau"", ""Adobe Suite"", ""statistical analysis"", ""social data analysis"", ""data science"", ""economic research"", ""demographic research"", ""quantitative analysis"", ""qualitative analysis"", ""economic data"", ""social data"", ""web-searching skills"", ""computer literacy"", ""MS Office Suite"", ""Excel"", ""Adobe Creative Cloud"", ""InDesign"", ""Photoshop"", ""Illustrator"", ""writing skills"", ""Javascript"", ""Python"", ""R"", ""HTML"", ""SASS/CSS"", ""plotly"", ""ggplot2"", ""data visualization programs"", ""database programs"", ""ArcGIS""]}"
1009124838813,"{""key_words"": [""data analytics"", ""database management"", ""data visualizations"", ""data governance"", ""data security"", ""Qlik/Crystal Reports"", ""Birst"", ""SQL Server Reporting Services"", ""Microsoft Office suite"", ""Infor Birst"", ""Infor Syteline""]}"
1009097900478,"{""key_words"": [""SQL"", ""SSRS"", ""Power BI"", ""Confluence"", ""Data collection"", ""Data manipulation"", ""Data transformation"", ""Data analysis"", ""Data interpretation"", ""Statistical techniques"", ""Logistic skills"", ""Quantitative skills"", ""Analytical skills"", ""Translation of technical language"", ""Report writing"", ""Presentation of analysis and results"", ""Word"", ""Excel"", ""Outlook"", ""Relational databases"", ""Queries"", ""Linking and accessing data""]}"
1009128289361,"{""key_words"": [""User Acceptance Testing"", ""User stories"", ""Data Analysis"", ""BDD"", ""SQL"", ""SDLC"", ""Agile"", ""Nasdaq SMARTS""]}"
1009124704978,"{""key_words"": [""Data Management"", ""Business Analysis"", ""Analytics"", ""Project Management"", ""SQL"", ""Financial background"", ""General ledger tools"", ""Financial industry accounting"", ""Data governance""]}"
1009128295854,"{""key_words"": [""SQL"", ""AxiomSL ControllerView"", ""data analysis""]}"
1009063617771,"{""key_words"": [""data analysis""]}"
1009104789545,"{""key_words"": [""Data Analytics"", ""BI Tools"", ""Metabase"", ""SQL"", ""Data Visualization"", ""A/B Testing"", ""Hypothesis Testing"", ""Quantitative Analysis"", ""Data Mining"", ""Presentation of Data"", ""Funnels"", ""Ecosystems"", ""User Behaviors"", ""Long-Term Trends"", ""Real-Time Insights""]}"
1009068478852,"{""key_words"": [""data models"", ""Power BI"", ""KPIs"", ""data visualization"", ""graphs"", ""infographics"", ""financial analysis concepts"", ""DCF"", ""IRR"", ""financial statements""]}"
1009124546654,"{""key_words"": [""Strong analytical and problem solving skills"", ""Proficient in SQL and/or other database query languages"", ""Knowledge of statistical analysis and modeling techniques"", ""Tableau"", ""Power BI""]}"
1009114896462,"{""key_words"": [""data collection"", ""data management"", ""database"", ""information gathering"", ""information exchange"", ""technical documents"", ""tables"", ""graphics"", ""research"", ""user manuals"", ""workflows"", ""procedures""]}"
1009093618237,"{""key_words"": [""Strong analytical abilities"", ""problem-solving abilities"", ""decision-making abilities"", ""Microsoft Excel"", ""Microsoft Word"", ""Microsoft PowerPoint"", ""Microsoft Outlook""]}"
1009107828533,"{""key_words"": [""data analysis"", ""business intelligence"", ""SQL"", ""T-SQL"", ""PL-SQL"", ""Power BI"", ""ERP"", ""MS Office"", ""SharePoint"", ""Excel"", ""Access"", ""PowerPoint"", ""Word"", ""Outlook""]}"
1009113692177,"{""key_words"": [""SQL"", ""R"", ""SPSS"", ""Python"", ""statistical""]}"
1009128535602,"{""key_words"": [""data analysis"", ""data extraction"", ""data integrity"", ""data reconciliation"", ""data transformation"", ""data validation"", ""ETL Development"", ""Enterprise Data Warehouse"", ""data visualization"", ""data profiling"", ""data mapping"", ""query analysis"", ""statistical analysis"", ""Tableau"", ""PowerBI"", ""Qlikview"", ""Business Intelligence"", ""Power Automate"", ""Job Scheduling"", ""Power Query"", ""PowerPivot"", ""Statistical Analysis System (SAS)"", ""Python"", ""R""]}"
1009129715881,"{""key_words"": [""data models"", ""database design development"", ""SQL queries"", ""Excel"", ""Tableau"", ""Power BI""]}"
1009129188914,"{""key_words"": [""data analysis"", ""dashboard development"", ""consumer research analysis"", ""product market research analysis"", ""SQL coding"", ""data visualization software (Tableau)"", ""AWS cloud platform"", ""ETL framework"", ""Excel"", ""Python""]}"
1009107080176,"{""key_words"": [""Relational"", ""SQL"", ""In-Memory"", ""NoSQL"", ""Database Management System"", ""Conceptual Data Model"", ""Logical Data Model"", ""Physical Data Model"", ""Normalization"", ""Denormalization"", ""Data Dictionary"", ""Database patching"", ""Database Maintenance"", ""Agile"", ""Python"", ""AI/ML"", ""Ada Programming Language"", ""Oracle"", ""SQL Database"", ""Database Development"", ""Data Transformation"" , ""Data Import"", ""Data Migration"", ""Data Security"", ""Data Warehousing""]}"
1009060872972,"{""key_words"": [""Data Analysis"", ""Data Visualization"", ""Critical Thinking"", ""Analytical Skills"", ""Data Collection"", ""Data Management"", ""Python""]}"
1009124553554,"{""key_words"": [""data analysis"", ""data analytics"", ""predictive analytics"", ""analytical thinking"", ""problem-solving"", ""Python"", ""R"", ""SAS"", ""SQL"", ""Pandas"", ""NumPy"", ""SciPy"", ""Tableau"", ""Power BI"", ""statistical analysis"", ""machine learning"", ""data modeling"", ""data visualization"", ""SharePoint"", ""data collection"", ""data processing"", ""data interpretation"", ""report generation"", ""visualization"", ""collaboration"", ""communication"", ""continuous learning"", ""data science"", ""mathematics"", ""computer science"", ""customer relationship management"", ""big data"", ""public trust security clearance""]}"
1009060306124,"{""key_words"": [""Data Analysis"", ""Data Visualization"", ""Database Management"", ""Data Preparation"", ""Data Validation"", ""ETL Pipelines"", ""Financial Analysis"", ""Statistical Modeling"", ""User Interface Design"", ""Logical Reasoning"", ""Problem Solving"", ""Troubleshooting"", ""Big Data"", ""Structured Data"", ""Unstructured Data"", ""Analytics Tools"", ""Tableau"", ""Power BI"", ""Python"", ""Java"", ""JavaScript"", ""C++"", ""SQL"", ""Excel"", ""SPSS"", ""SAS""]}"
1009124574610,"{""key_words"": [""tables"", ""views"", ""stored procedures"", ""indexes"", ""functions"", ""dictionaries"", ""AngularJS"", ""Microsoft Excel"", ""Visual Basic for Applications (VBA)"", ""SQL Server""]}"
1009128189041,"{""key_words"": [""SQL"", ""Partitioning windows"", ""Window functions"", ""Aggregates"", ""Dashboards"", ""Python/R"", ""Data Warehouses (Snowflake/BigQuery)"", ""Statistical insights"", ""Streaming or Subscription Based Services"", ""Feature engineering techniques"", ""PowerPoint/Keynote/Google Slides"", ""CAC"", ""LTV"", ""CPA"", ""ROAS"", ""CPM"", ""CPC"", ""Behavioral analytics (bounce rate, MAUs)"", ""Survival curve"", ""Revenue performance metrics"", ""coding""]}"
1009088303073,"{""key_words"": [""data mining"", ""statistical analysis"", ""trend analysis"", ""causal analysis"", ""Logistics Management Program"", ""Vantage"", ""Virtual Contracting Enterprise"", ""General Fund Enterprise Business System (GFEBS)"", ""SAP Business Objects/Web Intelligence Reports"", ""Microsoft SharePoint"", ""Army-specific contract writing systems (Procurement Desktop Defense (PD2) and Procurement Automated Data and Document System (PADDS))"", ""Government and Commercial business process automation systems"", ""SQL (Structured Query Language)"", ""data cleaning and preparation"", ""R"", ""Python"", ""data visualization""]}"
1009127982861,"{""key_words"": [""SQL"", ""SQL coding"", ""claims data experience"", ""value-based care data analysis"", ""interpreting data"", ""designing data""]}"
1009129615125,"{""key_words"": [""statistical techniques"", ""Power BI"", ""MS Power Platform"", ""Power Automate"", ""Power Apps"", ""Microsoft SharePoint"", ""Microsoft Office Suite""]}"
1009002238783,"{""key_words"": [""SQL"", ""R"", ""Power BI"", ""Excel""]}"
1009061681050,"{""key_words"": [""data mining"", ""data extraction"", ""data analysis"", ""data reporting"", ""structured query language"", ""MS Query Analyzer"", ""SQL Enterprise Manager"", ""PL/SQL"", ""Aqua Data"", ""Crystal Reports"", ""SQL Reporting Services"", ""healthcare coding schemes"", ""financial coding schemes"", ""SPSS"", ""SAS""]}"
1009126495239,"{""key_words"": [""Python"", ""SQL"", ""Tableau"", ""AWS"", ""Analytics Consultation"", ""Senior Leader Relationship Management"", ""Data and Analytics Product Ownership"", ""Storytelling""]}"
1009127673803,"{""key_words"": [""data lake houses"", ""SQL"", ""Selenium"", ""Git"", ""Test Frameworks"", ""Pytest"", ""Junit"", ""SAP ECC"", ""HANA"", ""S4"", ""IBM Cloud Pak"", ""Tableau"", ""Databases""]}"
1009129512903,"{""key_words"": [""Data Analysis"", ""SQL"", ""MS Power BI"", ""report-writing"", ""solution driven work"", ""data integration"", ""summary report design"", ""Tableau"", ""NetSuite"", ""Transportation Management Systems"", ""freight audit"", ""claims analysis"", ""TForce""]}"
1009082272903,"{""key_words"": [""IT Asset Management"", ""SQL queries"", ""data manipulation"", ""report development"", ""BI tools""]}"
1009129304976,"{""key_words"": [""data analysis"", ""research"", ""data management"", ""weighting"", ""data validation"", ""data visualization""]}"
1008810543334,"{""key_words"": [""HMIS Data Standards"", ""data entry"", ""analytical skills"", ""SQL"", ""reporting"", ""program evaluation"", ""Microsoft office suite programs"", ""Excel"", ""Word"", ""Outlook"", ""Access"", ""PowerPoint"", ""Microsoft Teams"", ""SQL""]}"
1009088666845,"{""key_words"": [""data science"", ""statistics"", ""computer science"", ""SQL"", ""data manipulation"", ""database systems"", ""data warehousing"", ""Tableau"", ""Power BI"", ""Excel"", ""Phyton"", ""R"", ""Microsoft D365 Finance & Operations"", ""Customer Engagement (Sales hub)"", ""Microsoft AX 2012"", ""HTML""]}"
1009119706233,"{""key_words"": [""MS Excel"", ""VBA"", ""Marcos"", ""MS Power BI"", ""Tableau"", ""statistical software""]}"
1009082610822,"{""key_words"": [""Data Quality"", ""data construction"", ""Data Collection"", ""Data Analysis"", ""Business Intelligence"", ""workflow management"", ""Stibo"", ""Oracle""]}"
1009123597736,"{""key_words"": [""Data science"", ""Computer Science"", ""Information Management"", ""Statistics"", ""SQL"", ""Business Intelligence (BI) tools"", ""data privacy practices and laws"", ""machine learning"", ""predictive modeling techniques"", ""data visualization tools"", ""Tableau"", ""PowerBI"", ""claims data"", ""Electronic Health Record (EHR) data"", ""laboratory data"", ""Health Information Exchange (HIE) data"", ""prescription data""]}"
1008902914481,"{""key_words"": [""analytical concepts and metrics"", ""data analysis"", ""data processing"", ""data visualization"", ""qualitative and quantitative techniques"", ""Adobe Analytics"", ""Excel"", ""PowerPoint"", ""Python"", ""Tableau"", ""Word""]}"
1009072454326,"{""key_words"": [""SQL"", ""data analysis"", ""predictive modeling"", ""data quality"", ""Microsoft Azure"", ""Google Cloud Platform"", ""Python"", ""data management"", ""Databricks"", ""PySpark"", ""Spark Structured Streaming"", ""Delta Live Tables"", ""Delta Sharing"", ""streaming technologies"", ""Apache Kafka"", ""Azure EventHubs"", ""Avro"", ""DevOps"", ""GitHub Actions"", ""Terraform"", ""Artifactory"", ""statistical techniques""]}"
1009128621611,"{""key_words"": [""Data requirements"", ""Data solutions"", ""Big Data ecosystems"", ""Data science teams"", ""Data-driven advanced analytics applications"", ""Tools"", ""Strategies"", ""Algorithms"", ""Programming languages"", ""Data models"", ""Data management frameworks"", ""Complex"", ""Large-scale data challenges"", ""Multi-functional agile teams"", ""Product development"", ""Delivery responsibility"", ""Architectural support"", ""Concepts"", ""Prototypes"", ""Data-driven"", ""Identify problems""]}"
1009097857210,"{""key_words"": [""Data Analysis"", ""Data Quality"", ""PowerBI"", ""Tableau"", ""Domo"", ""SQL"", ""Relational Databases"", ""Data Warehouses"", ""OLAP"", ""OLTP"", ""Hadoop"", ""Communication"", ""Retail Industry"", ""Statistics"", ""Quantitative Analysis""]}"
1009124519975,"{""key_words"": [""SQL"", ""BigQuery"", ""MySQL"", ""PostgreSQL"", ""SQL Server"", ""Tableau"", ""Power BI"", ""LookerStudio""]}"
1009126088189,"{""key_words"": [""data analytics"", ""SAS"", ""R"", ""data analysis"", ""analytics"", ""statistics"", ""data manipulation"", ""cleansing"", ""standardizing"", ""transforming"", ""Tableau"", ""Behavioral Risk Factor Surveillance Survey""]}"
1009125966562,"{""key_words"": [""SQL"", ""Database"", ""Data Analysis"", ""System Integrations"", ""Web Services"", ""HR/EBS"", ""Data Management"", ""Reporting"", ""Customer Support"", ""System Reliability"", ""System Performance"", ""SQL Certification"", ""HRIS Certification"", ""HealthTech"", ""InsurTech"", ""SaaS"", ""Agile"", ""Teamwork"", ""Time Management"", ""Adaptable"", ""Customer Service"", ""Communication"", ""Collaboration"", ""Troubleshooting"", ""Healthcare"", ""Data Quality"", ""Data Integrity"", ""Data Governance"", ""Data Security"", ""Data Privacy"", ""Data Visualization"", ""Data Lakes"", ""Data Mining"", ""Data Visualization"", ""Data Transformation"", ""Big Data"", ""Predictive Analytics"", ""Descriptive Analytics"", ""Qualitative Analysis"", ""Data Cleansing"", ""Data Profiling"", ""Data Aggregation"", ""Data Integration"", ""Data Segmentation"", ""Data Validation"", ""Data Management Best Practices"", ""Data Management Strategies"", ""Data Management Trends""]}"
1009111933299,"{""key_words"": [""data querying tools"", ""dashboards"", ""Tableau"", ""excel"", ""AWS"", ""Python"", ""ETL"", ""Jira"", ""Confluence"", ""Agile Processes""]}"
1009125910982,"{""key_words"": [""Sql"", ""Python"", ""R"", ""Alteryx"", ""PowerBI"", ""Jupyter Notebooks"", ""Snowflake"", ""Databricks""]}"
1009124105656,"{""key_words"": [""Data Analysis"", ""ETL"", ""Data Structures"", ""Communication Skills"", ""Project Management"", ""Domo"", ""Tableau"", ""Google Studio"", ""BI Visualization Tools"", ""eCommerce"", ""Retail Media"", ""Ad Technology Platforms"", ""Google Cloud Platform"", ""Amazon Web Services"", ""Data Modelling"", ""Data Warehousing"", ""Analytics"", ""SQL"", ""Python"", ""R""]}"
1009127654224,"{""key_words"": [""EHR"", ""ETL"", ""SQL"", ""Snowflake""]}"
1009128595506,"{""key_words"": [""Data analyzing"", ""Data analysis"", ""Data Collection"", ""Data Analysis"", ""Data Manipulation"", ""Data Management"", ""Data reporting"", ""Data Systems"", ""Data Visualization"", ""Trend Analysis"", ""Analysis"", ""Reporting"", ""PowerBI"", ""Tableau"", ""Quicksight"", ""Python"", ""Javascript"", ""SQL"", ""MS Excel"", ""Google Sheets"", ""Pivot Tables"", ""VLOOKUPs"", ""Query"", ""Critical Thinking""]}"
1009126348897,"{""key_words"": [""data analysis"", ""data wrangling"", ""data management"", ""data consulting"", ""SQL"", ""Python"", ""R"", ""machine learning"", ""AWS"", ""GCP"", ""Azure"", ""statistics"", ""hypothesis testing"", ""regression"", ""classification""]}"
